agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,9,0,168.2333333333,2016,0,8.0
100,9,0,835.8333333333,2016,0,8.0
5,10,0,167.7,2016,0,8.0
100,10,0,836.3333333333,2016,0,8.0
5,11,0,166.9666666667,2016,0,8.0
100,11,0,835.9333333333,2016,0,8.0
5,12,0,169.0333333333,2016,0,8.0
100,12,0,835.8666666667,2016,0,8.0
5,1,0,175,2017,0,8.0
100,1,0,836.2,2017,0,8.0
5,2,0,176.5,2017,0,8.0
100,2,0,836.3666666667,2017,0,8.0
5,3,0,175.3,2017,0,8.0
100,3,0,839.2333333333,2017,0,8.0
5,4,0,176.6333333333,2017,0,8.0
100,4,0,836.6333333333,2017,0,8.0
5,5,0,175.7,2017,0,8.0
100,5,0,837.1666666667,2017,0,8.0
5,6,0,176.4333333333,2017,0,8.0
100,6,0,839.8,2017,0,8.0
5,7,0,175,2017,0,8.0
100,7,0,841.3,2017,0,8.0
5,8,0,173.6,2017,0,8.0
100,8,0,842.6333333333,2017,0,8.0
5,9,0,170.3333333333,2017,0,8.0
100,9,0,840.9333333333,2017,0,8.0
5,10,0,173.0666666667,2017,0,8.0
100,10,0,838.5666666667,2017,0,8.0
5,11,0,172.4333333333,2017,0,8.0
100,11,0,837.8,2017,0,8.0
5,12,0,171.2333333333,2017,0,8.0
100,12,0,838.9,2017,0,8.0
5,1,0,167,2018,0,8.0
100,1,0,836.9333333333,2018,0,8.0
5,2,0,168.3,2018,0,8.0
100,2,0,836,2018,0,8.0
5,3,0,172.6,2018,0,8.0
100,3,0,835.5,2018,0,8.0
5,4,0,173.4666666667,2018,0,8.0
100,4,0,831.9333333333,2018,0,8.0
5,5,0,175.9666666667,2018,0,8.0
100,5,0,830.0333333333,2018,0,8.0
5,6,0,180.0333333333,2018,0,8.0
100,6,0,827.5,2018,0,8.0
5,7,0,183.4333333333,2018,0,8.0
100,7,0,824.3666666667,2018,0,8.0
5,8,0,185,2018,0,8.0
100,8,0,823,2018,0,8.0
5,9,0,185.6333333333,2018,0,8.0
100,9,0,821.9,2018,0,8.0
5,10,0,184.6,2018,0,8.0
100,10,0,821,2018,0,8.0
5,11,0,185.5333333333,2018,0,8.0
100,11,0,819.7666666667,2018,0,8.0
5,12,0,185,2018,0,8.0
100,12,0,819.8,2018,0,8.0
5,1,0.0747032314539,162.8666666667,2015,0,6.0
100,1,0.4048486873507,841.4666666667,2015,0,6.0
5,2,0.2235150039196,163.3,2015,0,6.0
100,2,0.3469032123685,841.7333333333,2015,0,6.0
5,3,0.07474912703037,162.7666666667,2015,0,6.0
100,3,0.1737199053168,840.4333333333,2015,0,6.0
5,4,0.07385674118996,164.7333333333,2015,0,6.0
100,4,0.115730650723,841.0333333333,2015,0,6.0
5,5,0,164.3333333333,2015,0,6.0
100,5,0.2608177866787,839.6666666667,2015,0,6.0
5,6,0.07351460307837,165.5,2015,0,6.0
100,6,0.2902699820697,838.3,2015,0,6.0
5,7,0.2217946127057,164.5666666667,2015,0,6.0
100,7,0.2322159856558,838.3,2015,0,6.0
5,8,0,161.9,2015,0,6.0
100,8,0.2759979330003,837.5666666667,2015,0,6.0
5,9,0.07513380050659,161.9333333333,2015,0,6.0
100,9,0.4225380113348,835.0333333333,2015,0,6.0
5,10,0.5328467041254,159.8333333333,2015,0,6.0
100,10,1.125010011718,832.7333333333,2015,0,6.0
5,11,0.4605678319931,158.5,2015,0,6.0
100,11,1.042857130989,828.3333333333,2015,0,6.0
5,12,0.2286489978433,159.6333333333,2015,0,6.0
100,12,0.6319964462891,827.8,2015,0,6.0
5,1,0.07400649040937,164.4,2016,0,6.0
100,1,0.4569132514298,825.4666666667,2016,0,6.0
5,2,0.2162322252989,168.8,2016,0,6.0
100,2,0.4278323510662,824.7,2016,0,6.0
5,3,0.2125800848007,171.7,2016,0,6.0
100,3,0.7526990454644,824.3666666667,2016,0,6.0
5,4,0,175.2,2016,0,6.0
100,4,0.2514690971002,822.5,2016,0,6.0
5,5,0.06824981421232,178.2666666667,2016,0,6.0
100,5,0.1924480898306,821.8666666667,2016,0,6.0
5,6,0,179.5,2016,0,6.0
100,6,0.2967359125614,820.0333333333,2016,0,6.0
5,7,0,179.3666666667,2016,0,6.0
100,7,0.1191156059504,817.1333333333,2016,0,6.0
5,8,0,177.3,2016,0,6.0
100,8,0.08912945911288,819.0333333333,2016,0,6.0
5,9,0,174.9666666667,2016,0,6.0
100,9,0.1777958236635,821.1666666667,2016,0,6.0
5,10,0,173.6,2016,0,6.0
100,10,0.5628373175859,821.4333333333,2016,0,6.0
5,11,0,175.5333333333,2016,0,6.0
100,11,0.6523416936398,820.6333333333,2016,0,6.0
5,12,0.2056724354625,177.4666666667,2016,0,6.0
100,12,0.3709048032761,820.0666666667,2016,0,6.0
5,1,0.06919430941343,175.8333333333,2017,0,6.0
100,1,0.2221906604245,821.3666666667,2017,0,6.0
5,2,0.1383099704981,175.9333333333,2017,0,6.0
100,2,0.0592340156436,821.6,2017,0,6.0
5,3,0.212044917047,172.1333333333,2017,0,6.0
100,3,0.1477493532002,823.4666666667,2017,0,6.0
5,4,0,170.3,2017,0,6.0
100,4,0.08830645121634,826.6666666667,2017,0,6.0
5,5,0,171.1,2017,0,6.0
100,5,0.01469345018268,828.0333333333,2017,0,6.0
5,6,0,171.2,2017,0,6.0
100,6,0,830.5666666667,2017,0,6.0
5,7,0,168.3333333333,2017,0,6.0
100,7,0,834,2017,0,6.0
5,8,0,168.2666666667,2017,0,6.0
100,8,0,834.7,2017,0,6.0
5,9,0,171,2017,0,6.0
100,9,0,834.2,2017,0,6.0
5,10,0,166.6,2017,0,6.0
100,10,0,835.7,2017,0,6.0
5,11,0,165.1666666667,2017,0,6.0
100,11,0,838.7,2017,0,6.0
5,12,0,167.0666666667,2017,0,6.0
100,12,0,839.4666666667,2017,0,6.0
5,1,0,165.4666666667,2018,0,6.0
100,1,0,839.9,2018,0,6.0
5,2,0,165.2333333333,2018,0,6.0
100,2,0,840.5666666667,2018,0,6.0
5,3,0,164.3666666667,2018,0,6.0
100,3,0,840.7333333333,2018,0,6.0
5,4,0,162.6333333333,2018,0,6.0
100,4,0,840.9,2018,0,6.0
5,5,0,159.1666666667,2018,0,6.0
100,5,0,842.2666666667,2018,0,6.0
5,6,0,160.4,2018,0,6.0
100,6,0,842.9333333333,2018,0,6.0
5,7,0,162.2333333333,2018,0,6.0
100,7,0,841.1,2018,0,6.0
5,8,0,163.0333333333,2018,0,6.0
100,8,0,837.6,2018,0,6.0
5,9,0,161.4333333333,2018,0,6.0
100,9,0,833.4666666667,2018,0,6.0
5,10,0,161.5333333333,2018,0,6.0
100,10,0,830.3666666667,2018,0,6.0
5,11,0,163.7,2018,0,6.0
100,11,0,829.6333333333,2018,0,6.0
5,12,0,163.5,2018,0,6.0
100,12,0,831.0666666667,2018,0,6.0
5,1,2.689167588949,167.4,2015,0,10.0
100,1,2.703811341897,836.9666666667,2015,0,10.0
5,2,2.913179039955,171.2333333333,2015,0,10.0
100,2,2.540603270754,833.2666666667,2015,0,10.0
5,3,2.138254344463,170.7,2015,0,10.0
100,3,2.693888084032,835.5333333333,2015,0,10.0
5,4,2.643374420702,170.3,2015,0,10.0
100,4,2.277532669716,838.7,2015,0,10.0
5,5,1.921801887453,170.9333333333,2015,0,10.0
100,5,2.349972166121,838.7333333333,2015,0,10.0
5,6,1.773911342025,171.4666666667,2015,0,10.0
100,6,2.159849120304,839.3333333333,2015,0,10.0
5,7,1.502941243351,170,2015,0,10.0
100,7,1.886754883453,838.3,2015,0,10.0
5,8,2.196589708328,166.1666666667,2015,0,10.0
100,8,2.455319791101,837.4333333333,2015,0,10.0
5,9,2.26526530087,166.5,2015,0,10.0
100,9,3.281849320047,834.1333333333,2015,0,10.0
5,10,4.519672334194,166.9,2015,0,10.0
100,10,4.674073616043,835.5666666667,2015,0,10.0
5,11,3.513838648796,166.2,2015,0,10.0
100,11,3.446963737719,836.5333333333,2015,0,10.0
5,12,4.068471372128,167.4666666667,2015,0,10.0
100,12,2.757455296814,838.3333333333,2015,0,10.0
5,1,2.91943025589,170.8666666667,2016,0,10.0
100,1,2.7429423742,838.3333333333,2016,0,10.0
5,2,2.872884571552,169.4,2016,0,10.0
100,2,2.786039079539,842.8333333333,2016,0,10.0
5,3,2.090244844556,168.8,2016,0,10.0
100,3,2.588549921289,841.3333333333,2016,0,10.0
5,4,2.95692563802,168.7,2016,0,10.0
100,4,3.135040529072,838.2666666667,2016,0,10.0
5,5,1.793788000941,169.5666666667,2016,0,10.0
100,5,2.457765528932,836.6,2016,0,10.0
5,6,2.305566549301,168.8666666667,2016,0,10.0
100,6,2.284706107341,836.0666666667,2016,0,10.0
5,7,1.431091874838,170.0333333333,2016,0,10.0
100,7,2.17027815897,835.3,2016,0,10.0
5,8,0.9065724089742,174.4666666667,2016,0,10.0
100,8,2.413827697746,831.6666666667,2016,0,10.0
5,9,1.291433826089,179,2016,0,10.0
100,9,3.659954993054,831.0666666667,2016,0,10.0
5,10,1.219376340508,179.6,2016,0,10.0
100,10,3.898570524529,830.1333333333,2016,0,10.0
5,11,1.843779176474,178.1666666667,2016,0,10.0
100,11,3.215601444244,832.4,2016,0,10.0
5,12,4.391711309552,174.5333333333,2016,0,10.0
100,12,2.642600062303,833.3333333333,2016,0,10.0
5,1,2.882318854332,173.0666666667,2017,0,10.0
100,1,2.759841523133,833.2,2017,0,10.0
5,2,2.663210332394,173.6,2017,0,10.0
100,2,2.324840700254,832.1,2017,0,10.0
5,3,1.839860454202,171.9333333333,2017,0,10.0
100,3,2.588652499951,831.9,2017,0,10.0
5,4,1.834880039096,172.4,2017,0,10.0
100,4,1.990057714283,831.4666666667,2017,0,10.0
5,5,1.821147575974,173.7,2017,0,10.0
100,5,1.987375938334,826.4666666667,2017,0,10.0
5,6,1.698332726955,171.9333333333,2017,0,10.0
100,6,1.542812269181,828.0333333333,2017,0,10.0
5,7,1.207433342934,171.3,2017,0,10.0
100,7,1.962916832417,830.5666666667,2017,0,10.0
5,8,0.9088297709823,174.0333333333,2017,0,10.0
100,8,2.321378249675,828.1,2017,0,10.0
5,9,0.7054503262043,172.4666666667,2017,0,10.0
100,9,3.052060365677,829.1666666667,2017,0,10.0
5,10,1.052682213485,173.3666666667,2017,0,10.0
100,10,3.284193575382,829.8333333333,2017,0,10.0
5,11,1.750431582332,173.7666666667,2017,0,10.0
100,11,3.100905705243,831.8,2017,0,10.0
5,12,5.037377893925,173.9,2017,0,10.0
100,12,2.519564889371,830.5666666667,2017,0,10.0
5,1,2.515834458172,178.9333333333,2018,0,10.0
100,1,2.243762263097,829.6333333333,2018,0,10.0
5,2,3.030442893505,180.6666666667,2018,0,10.0
100,2,2.363742403686,828.7,2018,0,10.0
5,3,3.048440851271,179.6,2018,0,10.0
100,3,2.129864399321,828.3,2018,0,10.0
5,4,1.85209556669,177.3666666667,2018,0,10.0
100,4,1.947252251208,831,2018,0,10.0
5,5,2.50238057971,175.0333333333,2018,0,10.0
100,5,1.766246758401,833.5,2018,0,10.0
5,6,1.488060593605,171.7,2018,0,10.0
100,6,1.600621957332,836.1333333333,2018,0,10.0
5,7,0.9823144972324,173.4,2018,0,10.0
100,7,1.472950253636,834.2666666667,2018,0,10.0
5,8,0.2827265560627,172.1333333333,2018,0,10.0
100,8,1.91305914335,833.1333333333,2018,0,10.0
5,9,0.9957131892443,171.0666666667,2018,0,10.0
100,9,2.507288601249,834.6333333333,2018,0,10.0
5,10,1.679447829723,173.8666666667,2018,0,10.0
100,10,3.258798718452,836.3,2018,0,10.0
5,11,2.062535360456,176.9666666667,2018,0,10.0
100,11,3.309037863277,834.6333333333,2018,0,10.0
5,12,6.178472816944,181.1666666667,2018,0,10.0
100,12,2.207248671912,832.3333333333,2018,0,10.0
5,1,1.532999977469,166.6666666667,2015,0,9.0
100,1,2.323645713739,843,2015,0,9.0
5,2,0.6632343828678,165.1,2015,0,9.0
100,2,0.7329894555733,846.5333333333,2015,0,9.0
5,3,0.2198795154691,166,2015,0,9.0
100,3,0.3730345927179,848,2015,0,9.0
